windowID,windowStart,windowEnd,packetCount,avgPacketLength,stdPacketLength,uniqueSrcIPs,uniqueDstIPs,uniqueSrcPorts,uniqueDstPorts,tcpPacketCount,udpPacketCount,label
91,1770807884.809892,1770807889.809892,27,61.666666666666664,7.54983443527075,3,3,2,2,2,21,idle
92,1770807889.809892,1770807894.809892,97,385.30927835051546,511.4771777416032,3,3,4,4,97,0,idle
93,1770807894.809892,1770807899.809892,371,155.7088948787062,62.94705112228546,2,2,2,2,371,0,alexa_wakeWord
94,1770807899.809892,1770807904.809892,89,105.29213483146067,98.54592863772979,3,3,4,4,37,52,idle
95,1770807904.809892,1770807909.809892,1,135.0,,1,1,1,1,1,0,idle
96,1770807909.809892,1770807914.809892,7,221.0,260.8128319951557,3,3,4,4,7,0,idle
97,1770807914.809892,1770807919.809892,51,60.0,0.0,2,2,0,0,0,49,idle
98,1770807919.809892,1770807924.809892,7,220.28571428571428,260.4398294460829,3,2,2,2,5,0,idle
100,1770807929.809892,1770807934.809892,65,76.0923076923077,94.13200888196239,2,2,2,2,5,60,idle
101,1770807934.809892,1770807939.809892,1,135.0,,1,1,1,1,1,0,idle
102,1770807939.809892,1770807944.809892,7,221.0,260.8128319951557,3,3,4,4,7,0,idle
103,1770807944.809892,1770807949.809892,59,60.0,0.0,2,2,0,0,0,55,idle
104,1770807949.809892,1770807954.809892,5,269.2,302.11868528775244,2,2,2,2,5,0,idle
106,1770807959.809892,1770807964.809892,63,76.60317460317461,95.5931465492098,2,2,2,2,5,58,idle
107,1770807964.809892,1770807969.809892,1,135.0,,1,1,1,1,1,0,idle
108,1770807969.809892,1770807974.809892,7,221.0,260.8128319951557,3,3,4,4,7,0,idle
109,1770807974.809892,1770807979.809892,63,60.714285714285715,4.959281202561813,3,3,2,2,2,59,idle
110,1770807979.809892,1770807984.809892,5,269.2,302.11868528775244,2,2,2,2,5,0,idle
112,1770807989.809892,1770807994.809892,67,75.61194029850746,92.73585087271961,2,2,2,2,5,62,idle
113,1770807994.809892,1770807999.809892,1,135.0,,1,1,1,1,1,0,idle
114,1770807999.809892,1770808004.809892,7,221.0,260.8128319951557,3,3,4,4,7,0,idle
115,1770808004.809892,1770808009.809892,59,60.0,0.0,2,2,0,0,0,57,idle
116,1770808009.809892,1770808014.809892,5,269.2,302.11868528775244,2,2,2,2,5,0,idle
117,1770808014.809892,1770808019.809892,184,257.625,384.4791319029583,3,3,4,4,184,0,alexa_continuousStream
118,1770808019.809892,1770808024.809892,373,306.4182305630027,470.2720865261704,3,3,4,4,313,60,alexa_continuousStream
120,1770808029.809892,1770808034.809892,221,222.85067873303169,289.4244922129416,5,5,5,5,219,2,alexa_continuousStream
121,1770808034.809892,1770808039.809892,1102,796.3466424682396,718.3063688876348,6,6,11,11,1041,59,alexa_continuousStream
122,1770808039.809892,1770808044.809892,130,1085.6,652.7102185942581,4,4,5,5,130,0,alexa_continuousStream
123,1770808044.809892,1770808049.809892,135,1184.3703703703704,605.2373993428486,2,2,2,2,135,0,alexa_continuousStream
124,1770808049.809892,1770808054.809892,194,879.0,725.1794132124479,3,3,4,4,138,56,alexa_continuousStream
125,1770808054.809892,1770808059.809892,176,1145.721590909091,637.6610445681467,3,2,2,3,176,0,alexa_continuousStream
126,1770808059.809892,1770808064.809892,130,1058.5384615384614,666.099710321689,4,4,5,5,130,0,alexa_continuousStream
127,1770808064.809892,1770808069.809892,211,893.1706161137441,717.1921435372275,4,4,3,3,155,54,alexa_continuousStream
128,1770808069.809892,1770808074.809892,155,981.8967741935484,695.8951086638373,3,3,4,4,155,0,alexa_continuousStream
129,1770808074.809892,1770808079.809892,178,1210.5056179775281,590.0460888557009,2,2,2,2,178,0,alexa_continuousStream
130,1770808079.809892,1770808084.809892,194,742.5876288659794,719.9092307864588,4,4,5,5,136,58,alexa_continuousStream
131,1770808084.809892,1770808089.809892,147,1108.3061224489795,661.4156425596032,3,3,3,3,145,0,alexa_continuousStream
132,1770808089.809892,1770808094.809892,121,1122.7685950413222,647.5174612874747,4,4,5,5,121,0,alexa_continuousStream
133,1770808094.809892,1770808099.809892,290,843.4,725.9981879165615,7,7,4,4,198,62,alexa_continuousStream
134,1770808099.809892,1770808104.809892,114,1155.561403508772,620.3581899248708,3,3,4,4,114,0,alexa_continuousStream
135,1770808104.809892,1770808109.809892,138,1159.695652173913,623.4260837330828,2,2,2,2,138,0,alexa_continuousStream
