windowID,windowStart,windowEnd,packetCount,avgPacketLength,stdPacketLength,uniqueSrcIPs,uniqueDstIPs,uniqueSrcPorts,uniqueDstPorts,tcpPacketCount,udpPacketCount,label
498,1773243729.456046,1773243734.456046,338,325.2248520710059,378.5446005075493,5,5,7,7,338,0,idle
499,1773243734.456046,1773243739.456046,375,313.4026666666667,359.05821626397403,5,5,7,7,375,0,idle
500,1773243739.456046,1773243744.456046,448,315.38392857142856,365.00141878393526,5,5,7,7,448,0,idle
501,1773243744.456046,1773243749.456046,564,316.82092198581563,363.12778532909283,6,6,8,8,564,0,bulboff
502,1773243749.456046,1773243754.456046,505,314.69702970297027,364.012604018071,6,6,9,9,505,0,bulboff
503,1773243754.456046,1773243759.456046,362,314.8618784530387,370.3538365524152,5,5,7,7,362,0,idle
504,1773243759.456046,1773243764.456046,411,315.08029197080293,366.6649242949306,5,6,7,7,409,2,bulbon
505,1773243764.456046,1773243769.456046,344,309.83720930232556,368.8953128566191,6,7,9,10,338,6,bulbon
506,1773243769.456046,1773243774.456046,358,305.3463687150838,352.83806940588323,5,5,7,7,358,0,idle
507,1773243774.456046,1773243779.456046,553,311.9511754068716,361.4488149105573,7,7,11,11,553,0,bulbchange
508,1773243779.456046,1773243784.456046,510,317.68039215686275,365.3060694393094,5,5,8,8,510,0,bulbchange
509,1773243784.456046,1773243789.456046,379,312.2295514511873,367.3685815090303,5,5,7,7,379,0,idle
510,1773243789.456046,1773243794.456046,318,320.25471698113205,368.77125824592025,5,5,8,7,318,0,idle
511,1773243794.456046,1773243799.456046,427,314.59953161592506,367.3415934669799,6,6,9,9,427,0,idle
512,1773243799.456046,1773243804.456046,384,310.1432291666667,363.64774049998744,5,5,7,7,384,0,idle
513,1773243804.456046,1773243809.456046,506,315.67193675889325,363.4247536524315,5,5,8,8,506,0,idle
514,1773243809.456046,1773243814.456046,496,324.6108870967742,370.82653490863186,5,5,8,8,496,0,idle
515,1773243814.456046,1773243819.456046,399,311.61152882205516,357.0754139163549,5,5,7,7,399,0,idle
516,1773243819.456046,1773243824.456046,493,318.5882352941176,366.9892264090798,5,5,8,7,493,0,idle
517,1773243824.456046,1773243829.456046,465,304.3698924731183,360.5368792966435,5,6,8,9,457,8,idle
518,1773243829.456046,1773243834.456046,397,313.264483627204,366.8036219061675,6,6,8,8,397,0,idle
519,1773243834.456046,1773243839.456046,690,323.93333333333334,364.6183819962983,5,5,8,8,690,0,idle
520,1773243839.456046,1773243844.456046,487,324.79671457905545,372.106529490676,5,5,7,7,487,0,idle
521,1773243844.456046,1773243849.456046,364,313.21153846153845,367.46391930053363,6,6,10,10,364,0,bulbchange
522,1773243849.456046,1773243854.456046,416,304.1201923076923,350.7858715622309,6,6,9,9,416,0,bulbchange
523,1773243854.456046,1773243859.456046,416,315.50721153846155,367.2546471475654,5,5,7,7,416,0,bulboff
524,1773243859.456046,1773243864.456046,320,303.165625,365.7705578761263,5,5,8,7,320,0,idle
525,1773243864.456046,1773243869.456046,569,319.8400702987698,363.051635752451,6,6,9,10,569,0,bulbon
526,1773243869.456046,1773243874.456046,481,326.12474012474013,372.0978828312308,5,5,7,7,481,0,idle
527,1773243874.456046,1773243879.456046,395,323.49873417721517,372.2021063794742,5,5,8,8,395,0,idle
